,artist,track,genres
3094,Little River Band,Cool Change,"['album rock', 'art rock', 'australian rock', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
3095,Sweet,Action,"['album rock', 'blues rock', 'classic rock', 'classic uk pop', 'glam rock', 'hard rock', 'rock']"
3096,The Beach Boys,Good Timin',"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
3097,Loggins & Messina,Thinking Of You,"['classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
3098,Joe Walsh,Rocky Mountain Way,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock', 'symphonic rock']"
3099,Freddy Fender,Since I Met You Baby,"['new mexico music', 'swamp pop']"
3100,Kenny Nolan,My Eyes Get Blurry,['bubblegum pop']
3101,Kris Kristofferson,Josie,"['country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'roots rock', 'singer-songwriter']"
3102,David Ruffin,Everything's Coming Up Love,"['classic soul', 'motown', 'quiet storm', 'soul']"
3103,Brownsville Station,Smokin' In The Boy's Room,"['blues rock', 'classic rock', 'country rock', 'michigan indie', 'southern rock']"
3104,The Clique,I'll Hold Out My Hand,['freakbeat']
3105,Hot Chocolate,So You Win Again,"['classic uk pop', 'disco', 'motown', 'soft rock']"
3106,Derek & The Dominos,Layla,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']"
3107,Donna Fargo,Superman,['classic country pop']
3108,Andy Fairweather Low,Spider Jiving,[]
3109,Ann Peebles,Part Time Love,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']"
3110,5000 Volts,I'm On Fire,"['classic uk pop', 'disco']"
3111,The Osmonds,Let Me In,['bubblegum pop']
3112,Sweet,Love Is Like Oxygen,"['album rock', 'blues rock', 'classic rock', 'classic uk pop', 'glam rock', 'hard rock', 'rock']"
3113,Syl Johnson,Take Me To The River,"['chicago soul', 'classic soul', 'funk', 'memphis soul', 'soul', 'southern soul']"
3114,Lee Michaels,Can I Get A Witness,['hammond organ']
3115,Bette Midler,Boogie Woogie Bugle Boy,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']"
3116,Beverly Bremers,I'll Make You Music,[]
3117,Ohio Players,Skin Tight,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul']"
3118,The Main Ingredient,California My Way,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
3119,Latimore,Somethin' 'bout 'cha,"['classic soul', 'quiet storm', 'soul', 'southern soul', 'southern soul blues']"
3120,Barbra Streisand,"Evergreen (Love Theme From ""A Star Is Born"")","['adult standards', 'mellow gold', 'soft rock']"
3121,Eagles,Hotel California,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
3122,Luther Ingram,(If Loving You Is Wrong) I Don't Want To Be Right,"['classic soul', 'memphis soul', 'southern soul']"
3123,Little River Band,Happy Anniversary,"['album rock', 'art rock', 'australian rock', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
3124,The Persuaders,Love Gonna Pack Up (And Walk Out),"['classic soul', 'quiet storm', 'southern soul']"
3125,Village People,Y.M.C.A.,['disco']
3126,The Fortunes,Here Comes That Rainy Day Feeling Again,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'nederpop', 'rock-and-roll']"
3127,Liquid Gold,My Baby's Baby,[]
3128,Johnny Rodriguez,Ridin' My Thumb To Mexico,"['classic country pop', 'outlaw country']"
3129,Martha Reeves,Power Of Love,[]
3130,Diana Ross,Reach Out I'll Be There,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']"
3131,Jimmy Buffett,Volcano,"['folk rock', 'mellow gold', 'soft rock']"
3132,Al Green,Tired Of Being Alone,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
3133,The Searchers,Desdemona,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
3134,The Dramatics,Be My Girl,"['classic soul', 'disco', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']"
3135,"Earth, Wind & Fire",Saturday Nite,"['disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']"
3136,Derek & The Dominos,Bell Bottom Blues,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']"
3137,The Jazz Crusaders,Way Back Home,"['jazz funk', 'soul jazz']"
3138,Jermaine Jackson,Let's Be Young Tonight,"['disco', 'funk', 'post-disco', 'quiet storm', 'urban contemporary']"
3139,Linda Ronstadt,Ooh Baby Baby,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']"
3140,Jackie DeShannon,Vanilla Ólay,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat']"
3141,The Rascals,Love Me,"['bubblegum pop', 'folk rock']"
3142,Lynyrd Skynyrd,You Got That Right,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']"
3143,The Doors,The Mosquito,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']"
3144,Rose Royce,I Wanna Get Next To You,"['classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
3145,The J. Geils Band,Take It Back,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']"
3146,Ray Stevens,Sunset Strip,"['bubblegum pop', 'comic', 'country', 'country rock', 'novelty']"
3147,Engelbert Humperdinck,"Another Time, Another Place","['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold']"
3148,Redbone,Maggie,"['native american', 'native american contemporary']"
3149,Mike Post,The Rockford Files,"['theme', 'jazz funk', 'jazz fusion', 'jazz guitar', 'smooth jazz']"
3150,Neil Young & Crazy Horse,"Hey Hey, My My (Into The Black)","['album rock', 'canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'country rock', 'roots rock']"
3151,The James Gang,Must Be Love,[]
3152,Sister Sledge,We Are Family,"['dance pop', 'disco', 'funk', 'philly soul', 'post-disco', 'quiet storm', 'soul']"
3153,Carly Simon,Vengeance,"['adult standards', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
3154,Genesis,Your Own Special Way,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
3155,John Denver,It Makes Me Giggle,"['classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
3156,Bob Seger,Nutbush City Limits,"['album rock', 'blues rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
3157,Electric Light Orchestra,Do Ya,"['album rock', 'art rock', 'beatlesque', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
3158,Tommy James,Love Song,['bubblegum pop']
3159,The Whispers,A Mother For My Children,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'rock steady', 'soul', 'urban contemporary']"
3160,Glen Campbell/Anne Murray,I Say A Little Prayer/By The Time I Get To Phoenix,"['adult standards', 'bubblegum pop', 'canadian country', 'canadian pop', 'folk', 'mellow gold', 'soft rock', 'adult standards', 'arkansas country', 'brill building pop', 'bubblegum pop', 'classic country pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'soft rock']"
3161,Billy Preston,Fancy Lady,"['classic soul', 'funk', 'motown', 'psychedelic soul', 'rock keyboard', 'soul', 'southern soul']"
3162,Bobby Moore,(Call Me Your) Anything Man,['deep northern soul']
3163,Rod Stewart,Tonight's The Night (Gonna Be Alright),"['adult standards', 'classic rock', 'mellow gold', 'soft rock']"
3164,Cher,Train Of Thought,"['dance pop', 'hollywood', 'new wave pop', 'pop']"
3165,The Whispers,One For The Money (part 1),"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'rock steady', 'soul', 'urban contemporary']"
3166,The Chi-lites,I Like Your Lovin' (Do You Like Mine),"['chicago soul', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
3167,Bobby Sherman,"Easy Come, Easy Go",['bubblegum pop']
3168,Three Dog Night,Pieces Of April,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']"
3169,Charlie Rich,There Won't Be Anymore,"['arkansas country', 'country', 'country rock', 'nashville sound', 'rockabilly']"
3170,Commodores,Sweet Love,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']"
3171,Slave,Slide,"['classic soul', 'disco', 'electro', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
3172,Gallery,I Believe In Music,"['bubblegum pop', 'soft rock']"
3173,Al Green,"Oh Me, Oh My (Dreams In My Arms)","['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
3174,ABBA,"Honey, Honey","['europop', 'swedish pop']"
3175,Billy Joel,My Life,"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']"
3176,Jay & The Americans,Capture The Moment,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll']"
3177,Billy Joel,She's Always A Woman,"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock', 'a cappella', 'british choir', 'cambridge choir', 'choral', 'polyphony', 'vocal ensemble']"
3178,The Originals,We Can Make It Baby,"['classic soul', 'motown', 'northern soul']"
3179,Waylon Jennings,"Luckenbach, Texas (Back To The Basics Of Love)","['country', 'country rock', 'outlaw country', 'texas country']"
3180,The Hues Corporation,Rock The Boat,"['classic uk pop', 'disco']"
3181,Elvis Presley,It's Only Love,"['rock-and-roll', 'rockabilly']"
3182,Gloria Gaynor,"Reach Out, I'll Be There",['disco']
3183,Raydio,Jack And Jill,['yacht rock']
3184,The Pointer Sisters,Fairytale,"['disco', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock']"
3185,The Poppy Family,Where Evil Grows,"['bubblegum pop', 'canadian psychedelic', 'classic canadian rock', 'psychedelic folk']"
3186,Carpenters,It's Going To Take Some Time,"['adult standards', 'folk', 'mellow gold', 'soft rock']"
3187,Rufus Thomas,Do The Funky Chicken,"['funk', 'memphis blues', 'memphis soul', 'rhythm and blues', 'soul', 'southern soul']"
3188,Linda Ronstadt,Tracks Of My Tears,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']"
3189,First Choice,Doctor Love,"['classic house', 'deep disco', 'disco', 'philly soul', 'post-disco', 'quiet storm']"
3190,Michael Jackson,Got To Be There,"['pop', 'r&b', 'soul']"
3191,Charlie Rich,"July 12, 1939","['arkansas country', 'country', 'country rock', 'nashville sound', 'rockabilly']"
3192,Steppenwolf,Screaming Night Hog,"['acid rock', 'album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']"
3193,Johnny Rivers,Sea Cruise,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'soft rock']"
3194,Wayne Newton,The Hungry Years,"['adult standards', 'easy listening', 'lounge']"
3195,Jethro Tull,Minstrel In The Gallery,"['album rock', 'art rock', 'blues rock', 'classic rock', 'flute rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
3196,Burton Cummings,My Own Way To Rock,"['canadian singer-songwriter', 'classic canadian rock']"
3197,The Osmonds,Yo-Yo,['bubblegum pop']
3198,Joe Cocker,Fun Time,"['album rock', 'blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']"
3199,Maureen McGovern,The Morning After,['bubblegum pop']
3200,Graham Central Station,The Jam,['funk']
3201,Edgar Winter's White Trash,Keep Playin' That Rock 'N' Roll,[]
3202,Maria Muldaur,Midnight At The Oasis,[]
3203,"Crosby, Stills, Nash & Young",Our House,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'supergroup']"
3204,Rare Earth,Good Time Sally,"['blues rock', 'classic rock', 'country rock', 'motown', 'psychedelic soul']"
3205,Aerosmith,Sweet Emotion,"['album rock', 'classic rock', 'hard rock', 'rock']"
3206,Barry White,"Honey Please, Can't Ya See","['adult standards', 'disco', 'funk', 'motown', 'quiet storm', 'soul']"
3207,Bloodstone,Natural High,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
3208,Millie Jackson,How Do You Feel The Morning After,"['classic soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
3209,The Isley Brothers,Fight The Power Part 1,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']"
3210,Cheryl Barnes/Hair Soundtrack,Easy To Be Hard,"['dance pop', 'hollywood', 'new wave pop', 'pop']"
3211,Robert Palmer,"Man Smart, Woman Smarter","['album rock', 'art rock', 'blues rock', 'classic rock', 'classic uk pop', 'dance rock', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'yacht rock']"
3212,Luther Ingram,I'll Be Your Shelter (In Time Of Storm),"['classic soul', 'memphis soul', 'southern soul']"
3213,Anne Murray,Talk It Over In The Morning,"['adult standards', 'bubblegum pop', 'canadian country', 'canadian pop', 'folk', 'mellow gold', 'soft rock']"
3214,Lobo,California Kid And Reemo,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'soft rock']"
3215,B.B. King,Who Are You,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']"
3216,The Persuaders,Best Thing That Ever Happened To Me,"['classic soul', 'quiet storm', 'southern soul']"
3217,Glen Campbell,The Last Time I Saw Her,"['adult standards', 'arkansas country', 'brill building pop', 'bubblegum pop', 'classic country pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'nashville sound', 'soft rock']"
3218,Walter Egan,Magnet And Steel,['soft rock']
3219,Barry Manilow,Somewhere In The Night,"['adult standards', 'bubblegum pop', 'disco', 'mellow gold', 'quiet storm', 'soft rock', 'yacht rock']"
3220,Billy Joel,Movin' Out (Anthony's Song),"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']"
3221,Brotherhood Of Man,Save Your Kisses For Me,"['bubblegum pop', 'classic uk pop']"
3222,Candi Staton,In The Ghetto,"['classic soul', 'disco', 'motown', 'quiet storm', 'soul', 'southern soul']"
3223,Crystal Gayle,I'll Get Over You,"['adult standards', 'classic country pop', 'country', 'country rock', 'folk', 'mellow gold', 'soft rock']"
3224,Loleatta Holloway,Dreamin,"['classic house', 'disco', 'diva house', 'philly soul', 'post-disco', 'vocal house']"
3225,David Gates,Took The Last Train,"['adult standards', 'classic uk pop', 'mellow gold', 'soft rock']"
3226,The Delfonics,Walk Right Up To The Sun,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'souldies', 'southern soul']"
3227,Michael Johnson,Almost Like Being In Love,"['adult standards', 'mellow gold', 'soft rock']"
3228,Walter Murphy & The Big Apple Band,A Fifth Of Beethoven,"['disco', 'hammond organ']"
3229,Three Dog Night,Black & White,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']"
3230,"Blood, Sweat & Tears",Got To Get You Into My Life,"['album rock', 'art rock', 'blues rock', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'jazz rock', 'mellow gold', 'psychedelic rock', 'soft rock', 'symphonic rock']"
3231,Don McLean,If We Try,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
3232,Johnnie Taylor,I've Been Born Again,"['funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
